,Unnamed: 0,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
20,20,The Adventurers,2012-03-07,"Chicago, IL",within an hour,100.0,t,River West,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,West Town,Entire home,Entire home/apt,3 baths,"[""Shower gel"", ""Private hot tub - available all year, open 24 hours"", ""Refrigerator"", ""BBQ grill"", ""Fireplace guards"", ""Wifi"", ""Indoor fireplace: gas, wood-burning"", ""Dishwasher"", ""Heating"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Stove"", ""Paid parking garage on premises \u2013 2 spaces"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Cleaning available during stay"", ""Hangers"", ""Oven"", ""HDTV with Roku, standard cable, Amazon Prime Video, Apple TV, Netflix"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Lockbox"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Private sauna"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Trash compactor"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2012-11-12,2024-09-08,2510875,f,1876597,80.0,5.0,41.89629,-87.65704,12.0,3.0,3.0,5.0,259.0,2.0,1125,2.1,1125.0,14,39,61,336,31.2,16.0,2.0,4.85,4.87,4.73,4.92,4.95,4.76,4.77,2.09
21,21,Christine,2012-03-02,"New York, United States",within an hour,90.0,t,West Town/Noble Square,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,West Town,Entire rental unit,Entire home/apt,1 bath,"[""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Shampoo"", ""Hangers"", ""Lockbox"", ""Air conditioning"", ""Long term stays allowed"", ""Washer"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Kitchen"", ""Hot water""]",t,2012-07-06,2024-09-01,R23000098892,f,1844352,86.0,4.0,41.88947,-87.66933,3.0,1.0,2.0,2.0,136.0,21.0,365,17.8,365.0,10,31,61,77,31.2,4.0,2.0,4.53,4.57,4.9,4.89,4.87,4.67,4.42,1.48
22,22,Jonathan,2012-05-06,"Chicago, IL",within a few hours,100.0,f,Logan Square,"['email', 'phone']",t,t,Neighborhood highlights,Logan Square,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Shared backyard \u2013 Fully fenced"", ""Stove"", ""Record player"", ""Dining table"", ""Shampoo"", ""Ethernet connection"", ""Cleaning available during stay"", ""Sound system"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Private entrance"", ""Children\u2019s dinnerware"", ""TV"", ""Outdoor furniture"", ""Central air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Rice maker"", ""Clothing storage: closet"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Window guards"", ""Fire extinguisher"", ""Dishes and silverware"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2012-08-23,2024-08-20,R17000017731,f,2308792,80.0,9.0,41.92518,-87.69549,4.0,1.0,1.0,2.0,67.0,32.0,360,32.0,360.0,8,13,28,181,31.2,2.0,1.0,4.81,4.87,4.8,4.91,4.91,4.81,4.82,4.4
23,23,Nate,2012-05-30,"Chicago, IL",within an hour,100.0,t,Lincoln Square,"['email', 'phone']",t,t,Neighborhood highlights,Lincoln Square,Entire guest suite,Entire home/apt,1 bath,"[""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Central heating"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Fast wifi \u2013 662 Mbps"", ""Hangers"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Washer"", ""32 inch TV"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Portable air conditioning"", ""Dishes and silverware"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2012-07-08,2024-09-12,R23000111667,f,2501182,100.0,1.0,41.96678,-87.6973,4.0,1.0,1.0,1.0,101.0,2.0,45,2.1,1125.0,4,5,16,179,31.2,25.0,4.0,4.92,4.94,4.95,4.98,4.97,4.94,4.89,2.81
24,24,Sarah,2012-05-02,"Chicago, IL",within an hour,100.0,t,Logan Square,"['email', 'phone']",t,t,Neighborhood highlights,Logan Square,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""Outlet covers"", ""First aid kit"", ""Portable fans"", ""Wifi"", ""Self check-in"", ""Central heating"", ""Shared backyard \u2013 Fully fenced"", ""Garden view"", ""Fire pit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Outdoor furniture"", ""Long term stays allowed"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""Coffee maker: drip coffee maker, espresso machine, french press"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Fire extinguisher"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Barbecue utensils"", ""BBQ grill: charcoal"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Window AC unit"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Gas stove"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""HDTV"", ""Keypad"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Paid street parking off premises"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2012-06-26,2024-08-18,R24000119110,f,2273840,100.0,4.0,41.93142,-87.69989,3.0,1.0,2.0,3.0,150.0,32.0,1125,32.0,1125.0,16,31,31,303,31.2,5.0,1.0,4.88,4.95,4.93,4.94,4.96,4.84,4.84,2.05
25,25,Elizabeth,2012-07-09,"Chicago, IL",within an hour,100.0,f,Lincoln Square,"['email', 'phone']",t,t,Neighborhood highlights,Lincoln Square,Private room in rental unit,Private room,1 shared bath,"[""Refrigerator"", ""Self check-in"", ""Heating"", ""Shampoo"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Paid parking off premises"", ""Paid dryer \u2013 In building"", ""Long term stays allowed"", ""Fast wifi \u2013 151 Mbps"", ""Paid washer \u2013 In building"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Baby safety gates"", ""Iron"", ""Private living room"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Ceiling fan"", ""Cooking basics"", ""Hot water""]",t,2012-08-06,2024-08-31,R17000015627,f,2880338,96.0,8.0,41.96528,-87.6831,2.0,1.0,1.0,1.0,45.0,32.0,90,32.0,90.0,8,38,68,157,54.0,2.0,1.0,4.55,4.58,4.9,4.62,4.9,4.71,4.45,0.37
26,26,Felice,2012-07-12,"Chicago, IL",within a few hours,100.0,t,Edgewater,"['email', 'phone']",t,t,Neighborhood highlights,Edgewater,Private room in condo,Private room,1 shared bath,"[""Refrigerator"", ""Wifi"", ""Heating"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""Air conditioning"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Host greets you"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Microwave"", ""Hot water""]",t,2012-09-04,2024-09-02,R22000091618,f,2915265,78.0,2.0,41.99688,-87.66449,2.0,1.0,1.0,1.0,70.0,3.0,14,3.0,14.0,10,37,67,342,136.0,17.0,3.0,4.9,4.93,4.88,4.94,4.96,4.95,4.89,0.93
27,27,James,2012-08-08,"Chicago, IL",within an hour,100.0,t,Roscoe Village,"['email', 'phone']",t,t,Neighborhood highlights,Lake View,Entire condo,Entire home/apt,2.5 baths,"[""Shower gel"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Stove"", ""Dining table"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Private patio or balcony"", ""Bathtub"", ""Clothing storage"", ""Outdoor furniture"", ""Air conditioning"", ""Lockbox"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""City skyline view"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-06-11,2024-09-03,R23000104039,f,3200044,100.0,1.0,41.94256,-87.67171,4.0,2.5,2.0,2.0,265.0,4.0,30,3.9,1125.0,18,28,33,33,97.0,8.0,1.0,4.98,4.98,4.99,4.98,4.99,4.94,4.85,1.27
28,28,Jeff,2012-07-04,"Chicago, IL",within a few hours,93.0,t,Not specified,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Forest Glen,Private room in home,Private room,1 shared bath,"[""Refrigerator"", ""BBQ grill"", ""Backyard"", ""Dishwasher"", ""Heating"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Rice maker"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Wifi \u2013 15 Mbps"", ""Indoor fireplace"", ""Blender"", ""Board games"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-02-07,2024-09-14,R21000075759,f,2824576,96.0,3.0,41.99178,-87.75747,2.0,1.0,1.0,1.0,82.0,2.0,90,2.0,90.0,11,41,71,346,117.0,17.0,4.0,4.93,4.96,4.92,4.9,4.94,4.81,4.91,0.83
29,29,Jeff,2012-07-04,"Chicago, IL",within a few hours,93.0,t,Not specified,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Forest Glen,Private room in home,Private room,1 shared bath,"[""Refrigerator"", ""BBQ grill"", ""Dishwasher"", ""Heating"", ""Shared backyard \u2013 Fully fenced"", ""Dryer"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Wifi \u2013 38 Mbps"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Rice maker"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Shared patio or balcony"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Blender"", ""Board games"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-08-28,2024-09-03,R23000095494,f,2824576,96.0,3.0,41.99405,-87.75746,1.0,1.0,1.0,1.0,70.0,2.0,90,2.0,90.0,2,32,62,337,97.0,7.0,2.0,4.93,4.95,4.97,4.96,4.95,4.83,4.91,0.72
30,30,Roxane,2012-09-04,"Chicago, IL",within an hour,100.0,t,West Ridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,West Ridge,Private room in condo,Private room,1 private bath,"[""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Wifi"", ""Heating"", ""Dryer"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Outdoor furniture"", ""Air conditioning"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Washer"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Smoke alarm"", ""Free street parking"", ""Host greets you"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2013-06-26,2024-06-20,R21000061018,f,3472696,90.0,7.0,41.99373,-87.68279,2.0,1.0,1.0,1.0,63.0,32.0,120,32.0,120.0,0,0,4,279,30.0,2.0,0.0,4.9,4.97,4.93,4.93,5.0,4.57,4.73,0.22
31,31,Marv,2012-09-15,"Evanston, Illinois",within a few hours,100.0,t,River North,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Near North Side,Entire rental unit,Entire home/apt,1 bath,"[""Paid parking on premises"", ""Refrigerator"", ""Stainless steel oven"", ""Radiant heating"", ""Wifi"", ""Dishwasher"", ""Beach access \u2013 Beachfront"", ""Pets allowed"", ""Dryer"", ""Dining table"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Room-darkening shades"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Toaster"", ""Shared patio or balcony"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Frigidaire stainless steel electric stove"", ""Indoor fireplace"", ""Host greets you"", ""Courtyard view"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-07-01,2024-05-26,City registration pending,f,3574415,80.0,2.0,41.90437,-87.6335,4.0,1.0,2.0,2.0,97.0,32.0,1125,32.0,1125.0,0,0,26,208,160.0,2.0,0.0,4.87,4.92,4.9,4.98,4.99,4.9,4.9,1.17
32,32,James,2012-06-17,"Chicago, IL",within an hour,100.0,t,Lakeview,"['email', 'phone']",t,t,Neighborhood highlights,Lake View,Entire rental unit,Entire home/apt,1 bath,"[""Radiant heating"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Shampoo"", ""Hangers"", ""TV"", ""Paid dryer \u2013 In building"", ""Air conditioning"", ""Lockbox"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Portable heater"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2012-10-24,2024-09-15,R22000080211,f,2658212,85.0,5.0,41.93903,-87.65196,2.0,1.0,1.0,1.0,128.0,2.0,65,6.7,65.0,1,7,26,83,31.2,12.4,1.2,4.7,4.71,4.64,4.87,4.9,4.88,4.68,5.82
33,33,Janet,2012-10-14,"Chicago, IL",within a day,90.0,f,Lincoln Square,"['email', 'phone']",t,t,Neighborhood highlights,Lincoln Square,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""BBQ grill"", ""Outlet covers"", ""Beach view"", ""First aid kit"", ""Self check-in"", ""Heating"", ""Fast wifi \u2013 211 Mbps"", ""Fire pit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Shared beach access"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Crib - always at the listing"", ""Lockbox"", ""Free washer \u2013 In building"", ""High chair"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Stainless steel gas stove"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Window guards"", ""Fire extinguisher"", ""City skyline view"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Toaster"", ""Shared patio or balcony"", ""42 inch HDTV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Beach essentials"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-07-21,2024-06-27,R24000116754,f,3867687,96.0,2.0,41.9765,-87.68144,4.0,1.0,2.0,2.0,162.0,7.0,31,7.0,31.0,1,27,57,237,31.2,3.0,0.0,4.87,4.94,4.85,4.89,4.88,4.8,4.88,1.6
34,34,Vas,2012-10-19,"Chicago, IL",within an hour,100.0,t,Logan Square,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Logan Square,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Shared backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Tresemme Moisture Rich Shampoo shampoo"", ""Babysitter recommendations"", ""Dining table"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Whirlpool stainless steel gas stove"", ""Lockbox"", ""Long term stays allowed"", ""Central air conditioning"", ""Rice maker"", ""Hot water kettle"", ""Body soap"", ""Fast wifi \u2013 245 Mbps"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Coffee maker: drip coffee maker, Nespresso"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""JBL Flip 6 Portable - Waterproof sound system with Bluetooth and aux"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Tresemme Moisture Rich Conditioner conditioner"", ""Clothing storage: closet and dresser"", ""Outdoor playground"", ""Freezer"", ""53 inch HDTV with Apple TV, Netflix"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-06-03,2024-08-10,City registration pending,f,3920450,100.0,4.0,41.93115,-87.71836,5.0,1.0,3.0,6.0,69.0,32.0,1125,32.0,1125.0,0,15,45,320,29.0,4.0,0.0,4.78,4.86,4.83,4.96,4.96,4.64,4.76,0.21
35,35,Nejla And Enki,2012-12-29,"Chicago, IL",Not defined,0.0,f,Lincoln Park,"['email', 'phone']",t,t,Neighborhood highlights,Lincoln Park,Private room in condo,Private room,2.5 baths,"[""Refrigerator"", ""First aid kit"", ""Dishwasher"", ""Heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Indoor fireplace: wood-burning"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Outdoor dining area"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""HDTV with Netflix"", ""City skyline view"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Fast wifi \u2013 276 Mbps"", ""Host greets you"", ""Courtyard view"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-07-23,2024-09-12,R21000072699,f,4525503,100.0,2.0,41.92218,-87.66079,2.0,2.5,3.0,1.0,85.0,2.0,1125,2.0,1125.0,2,3,3,167,155.0,12.0,1.0,4.93,4.94,4.94,4.96,4.96,4.95,4.9,1.14
